Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Pfr_ID,AV,Team,Round,Pick,YardsfromScrimmage,CareerLength
Dontay Moch,OLB,73,248,4.4,42,21,128,7.09,4.38,2011,MochDo00,0,Bengals,3,66,,
Reggie McNeal,QB,74,198,4.4,32,,121,6.96,4.25,2006,McNeRe00,0,Bengals,6,193,,
Josh Malone,WR,75,208,4.4,30.5,10,121,7.05,4.19,2017,MaloJo00,1,Bengals,4,128,,
David Bruton,FS,74,219,4.4,41.5,19,132,6.6,4.28,2009,BrutDa99,4,Broncos,4,114,,
Charles Rogers,WR,74,202,4.4,,,,,,2003,RogeCh01,4,Lions,1,2,,
Kareem Jackson,CB,70,196,4.4,37.5,13,118,6.92,4.14,2010,JackKa99,17,Texans,1,20,,
Dorin Dickerson,TE,73,226,4.4,43.5,24,125,6.96,4.3,2010,DickDo00,1,Texans,7,227,,
Joseph Addai,RB,71,214,4.4,38.5,18,125,7.09,4.47,2006,AddaJo00,36,Colts,1,30,,
Donte Moncrief,WR,74,221,4.4,39.5,13,132,7.02,4.3,2014,MoncDo00,13,Colts,3,90,,
Eric Berry,FS,72,211,4.4,43,19,130,6.8,4.23,2010,BerrEr99,17,Chiefs,1,5,,
Cyrus Gray,RB,70,206,4.4,32.5,21,114,7.17,,2012,GrayCy00,1,Chiefs,6,182,,
Jeff Webb-02,WR,74,211,4.4,37,,126,6.81,4.08,2006,WebbJe00,2,Chiefs,6,190,,
Quinten Lawrence,WR,72,184,4.4,,20,,,,2009,LawrQu00,0,Chiefs,6,175,,
Brandon Hughes,CB,70,182,4.4,36.5,8,128,6.9,4.23,2009,HughBr99,2,Chargers,5,148,,
Jordan Todman,RB,69,203,4.4,38,25,126,7.24,4.18,2011,TodmJo00,2,Chargers,6,183,,
Brandon McGee,CB,71,193,4.4,33.5,14,119,6.71,4.18,2013,McGeBr00,1,Rams,5,149,,
Vontae Davis,CB,71,203,4.4,36,25,125,6.75,4.07,2009,DaviVo99,14,Dolphins,1,25,,
Cordrea Tankersley,CB,73,199,4.4,29.5,13,121,7,4.32,2017,TankCo00,3,Dolphins,3,97,,
Adrian Peterson-02,RB,73,217,4.4,38.5,,127,7.09,4.4,2007,PeteAd01,40,Vikings,1,7,,
Ras-I Dowling,CB,73,198,4.4,,19,,,,2011,DowlRa00,1,Patriots,2,33,,
Taylor Price,WR,72,204,4.4,37,16,114,6.82,4.34,2010,PricTa00,1,Patriots,3,90,,
Antonio Pittman,RB,71,207,4.4,35.5,16,123,6.84,4.16,2007,PittAn00,3,Saints,4,107,,
Eli Apple,CB,73,199,4.4,,13,,,,2016,ApplEl00,7,Giants,1,10,,
Da'Rel Scott,RB,71,211,4.4,34,19,117,7.15,4.2,2011,ScotDa01,1,Giants,7,221,,
Joe McKnight,RB,71,198,4.4,36.5,18,120,,,2010,McKnJo00,6,Jets,4,112,,
D.J. Hayden,CB,71,191,4.4,,,,,,2013,HaydDJ00,9,Raiders,1,12,,
Obi Melifonwu,SS,76,224,4.4,44,17,141,,,2017,MeliOb00,1,Raiders,2,56,,
Troy Polamalu,SS,70,206,4.4,,,,,,2003,PolaTr99,28,Steelers,1,16,,
Chris Taylor,WR,71,183,4.4,35.5,,115,6.81,3.93,2001,,0,Steelers,7,218,,
Emmanuel Sanders,WR,71,186,4.4,39.5,12,126,6.64,4.1,2010,SandEm00,10,Steelers,3,82,,
Kyle Williams,WR,70,188,4.4,33,11,118,7,4.19,2010,WillKy01,5,49ers,6,206,,
Paul Richardson,WR,72,175,4.4,38,,124,7.09,,2014,RichPa01,5,Seahawks,2,45,,
Tyler Lockett,WR,70,182,4.4,35.5,,121,6.89,4.07,2015,LockTy00,21,Seahawks,3,69,,
Andre Dyson,CB,70,179,4.4,,,119,,,2001,DysoAn20,19,Titans,2,60,,
Chris Henry-02,RB,71,230,4.4,36,26,127,6.96,4.14,2007,HenrCh01,1,Titans,2,50,,
Roy Helu,RB,71,219,4.4,36.5,11,119,6.67,4.01,2011,HeluRo00,9,Football Team,4,105,,
Leonard Hankerson,WR,73,209,4.4,36,14,117,6.94,4.21,2011,HankLe00,9,Football Team,3,79,,
Andre Hall,RB,68,208,4.4,33,18,113,7.38,,2006,HallAn01,3,,,,,
Chad Simpson,RB,69,216,4.4,32.5,,124,,,2008,SimpCh00,3,,,,,
Brandon Saine,RB,71,220,4.4,34.5,22,113,6.98,4.25,2011,SainBr00,1,,,,,
Saquon Barkley,RB,72,233,4.4,41,29,,,4.24,2018,BarkSa00,0,,,,,
Natrell Jamerson,SS,72,198,4.4,35.5,25,120,,,2018,JameNa00,0,,,,,
Justin Reid,FS,73,204,4.4,36.5,16,128,6.65,4.15,2018,ReidJu00,0,,,,,
Mike Mason,WR,72,190,4.4,39.5,,129,6.94,4.08,2007,,0,,,,,
Donatella Luckett,WR,72,211,4.4,34,17,118,7.51,4.5,2015,,0,,,,,
Buster Davis-01,WR,73,207,4.41,,,,,,2007,DaviBu99,2,Cardinals,3,69,,
DeMarco Sampson,WR,74,204,4.41,,14,,,,2011,SampDe00,0,Cardinals,7,249,,
Marlon Humphrey,CB,72,197,4.41,,10,125,6.75,,2017,HumpMa00,3,Ravens,1,16,,
Mark Clayton,WR,70,193,4.41,36.5,,118,6.95,4.07,2005,ClayMa01,16,Ravens,1,22,,
Torrey Smith,WR,73,204,4.41,41,19,126,6.72,4.13,2011,SmitTo02,24,Ravens,2,58,,
Captain Munnerlyn,CB,68,182,4.41,37.5,19,121,7.15,4.2,2009,MunnCa99,10,Panthers,7,216,,
Steve Smith-01,WR,69,184,4.41,38.5,,121,7.44,4.25,2001,SmitSt01,24,Panthers,3,74,,
Armanti Edwards,WR,71,187,4.41,,,,,,2010,EdwaAr00,1,Panthers,3,89,,
Devin Hester,WR,71,190,4.41,38,16,124,,,2006,HestDe99,28,Bears,2,57,,
Curtis Keaton,RB,70,214,4.41,41.5,23,131,6.82,3.93,2000,KeatCu00,0,Bengals,4,97,,
Kayvon Webster,CB,70,195,4.41,35,14,125,,,2013,WebsKa00,4,Broncos,3,90,,
Josh Jones,SS,73,220,4.41,37.5,20,132,,,2017,JoneJo06,3,Packers,2,61,,
Tyler Ervin,RB,70,192,4.41,39,17,130,,,2016,ErviTy00,0,Texans,4,119,,
Andre Johnson,WR,74,230,4.41,39,,132,,,2003,JohnAn02,26,Texans,1,3,,
Kevin Thomas-02,CB,72,192,4.41,34.5,19,126,6.82,4.18,2010,ThomKe99,2,Colts,3,94,,
Dee Webb,CB,71,183,4.41,36.5,,121,,,2006,WebbDe20,1,Jaguars,7,236,,
Jalen Ramsey,CB,73,209,4.41,41.5,14,135,6.94,4.18,2016,RamsJa00,22,Jaguars,1,5,,
Sanders Commings,CB,72,216,4.41,34.5,,117,7.1,4.3,2013,CommSa00,0,Chiefs,5,134,,
Shareece Wright,CB,71,185,4.41,34.5,16,113,,,2011,WrigSh00,5,Chargers,3,89,,
Legedu Naanee,WR,74,225,4.41,40,19,119,,,2007,NaanLe00,5,Chargers,5,172,,
Janoris Jenkins,CB,70,193,4.41,33.5,,121,6.95,4.13,2012,JenkJa03,21,Rams,2,39,,
Trung Canidate,RB,71,193,4.41,,18,,,,2000,CaniTr00,6,Rams,1,31,,
Jerick McKinnon,RB,69,209,4.41,40.5,32,132,6.83,4.12,2014,McKiJe00,13,Vikings,3,96,,
Tyrell Johnson,SS,72,207,4.41,32,27,127,,,2008,JohnTy99,11,Vikings,2,43,,
Darius Butler,CB,70,183,4.41,43,,134,6.92,4.18,2009,ButlDa99,8,Patriots,2,41,,
Deuce McAllister,RB,73,222,4.41,,,,,,2001,McAlDe00,34,Saints,1,23,,
Devery Henderson,WR,71,198,4.41,,,,,,2004,HendDe00,9,Saints,2,50,,
Brandon Dixon,CB,71,203,4.41,32.5,17,117,7.15,4.27,2014,DixoBr00,3,Jets,6,195,,
Laveranues Coles,WR,71,192,4.41,34,,115,6.89,4.39,2000,ColeLa00,26,Jets,3,78,,
Quincy Enunwa,WR,74,225,4.41,,19,,,,2014,EnunQu00,9,Jets,6,209,,
Jaylen Watkins,CB,71,194,4.41,,22,,,,2014,WatkJa01,2,Eagles,4,101,,
Rashard Mendenhall,RB,70,225,4.41,33.5,26,117,,4.18,2008,MendRa00,20,Steelers,1,23,,
Dontae Johnson,CB,74,200,4.41,38.5,12,124,6.82,4.24,2014,JohnDo02,5,49ers,4,129,,
Joe Williams,RB,71,210,4.41,35,14,125,7.19,4.19,2017,WillJo12,0,49ers,4,121,,
Bruce Irvin,OLB,75,245,4.41,33.5,23,123,6.7,4.03,2012,IrviBr00,18,Seahawks,1,15,,
Courtney Roby,WR,72,189,4.41,36.5,,126,6.6,3.94,2005,RobyCo00,2,Titans,3,68,,
Tre McBride,WR,72,210,4.41,38,16,122,6.96,4.08,2015,McBrTr00,1,Titans,7,245,,
Devin Thomas,WR,74,216,4.41,28,,126,7.15,4.26,2008,ThomDe02,4,Football Team,2,34,,
Pat Lee,CB,72,200,4.41,31,15,120,7.07,4.3,2008,,0,,,,,
Roc Carmichael,CB,70,192,4.41,31,13,116,6.69,4.06,2011,CarmRa00,0,,,,,
Ian Johnson,RB,71,212,4.41,33,26,116,6.93,4.18,2009,JohnIa00,0,,,,,
Dane Cruikshank,FS,73,206,4.41,38.5,25,121,6.89,4.24,2018,CruiDa00,0,,,,,
Brandon Breazell,WR,72,160,4.41,30.5,,115,6.97,,2008,,0,,,,,
K.D. Cannon,WR,71,182,4.41,37,13,119,,,2017,,0,,,,,
Antonio Callaway,WR,71,200,4.41,34,,121,,,2018,CallAn00,0,,,,,
Robert Foster,WR,74,196,4.41,31,,116,6.9,4.2,2018,,0,,,,,
Josh Scobey,RB,71,218,4.42,40.5,21,124,6.96,3.93,2002,ScobJo00,3,Cardinals,6,185,,
Jimmy Smith,CB,74,211,4.42,36,24,123,6.93,4.06,2011,SmitJi03,10,Ravens,1,27,,
Christian Thompson,FS,72,211,4.42,31.5,18,122,7.33,4.13,2012,ThomCh01,0,Ravens,4,130,,
Terrence Brooks,FS,71,198,4.42,38,10,119,7.35,,2014,BrooTe00,3,Ravens,3,79,,
Ray Rice,RB,68,199,4.42,31.5,23,119,6.65,4.2,2008,RiceRa00,37,Ravens,2,55,,
Richard Marshall,CB,71,189,4.42,37,12,129,6.65,4.16,2006,MarsRi20,12,Panthers,2,58,,
Kealoha Pilares,WR,70,199,4.42,,19,,,,2011,PilaKe00,1,Panthers,5,132,,
Corey Graham,CB,72,195,4.42,,10,,,,2007,GrahCo99,7,Bears,5,168,,
Jeremy Langford,RB,72,208,4.42,34.5,,118,7.22,4.32,2015,LangJe00,8,Bears,4,106,,
Kelley Washington,WR,74,223,4.42,,,,,,2003,WashKe00,7,Bengals,3,65,,
Jerome Simpson,WR,74,199,4.42,37.5,,136,7.08,4.52,2008,SimpJe00,2,Bengals,2,46,,
Andre' Davis,WR,73,194,4.42,39.5,,123,6.77,4.1,2002,DaviAn01,13,Browns,2,47,,
Corey Coleman,WR,71,194,4.42,40.5,17,129,,,2016,ColeCo00,5,Browns,1,15,,
Kareem Larrimore,CB,71,190,4.42,34,,125,,,2000,LarrKa20,3,Cowboys,4,109,,
Pat Watkins,FS,77,211,4.42,41,14,133,,,2006,WatkPa20,6,Cowboys,5,138,,
Danny Coale,WR,72,201,4.42,35,12,115,6.69,4.15,2012,CoalDa00,0,Cowboys,5,152,,
Von Miller,OLB,75,246,4.42,37,21,126,6.7,4.06,2011,MillVo00,34,Broncos,1,2,,
Clinton Portis,RB,71,204,4.42,,,,,,2002,PortCl00,39,Broncos,2,51,,
Ronnie Hillman,RB,69,200,4.42,37,17,,,,2012,HillRo00,11,Broncos,3,67,,
Kevin Kasper,WR,72,199,4.42,43.5,,126,6.56,3.73,2001,KaspKe00,2,Broncos,6,190,,
Isaiah McKenzie,WR,67,173,4.42,36,11,123,6.64,4.15,2017,McKeIs00,0,Broncos,5,172,,
Bill Bentley,CB,70,182,4.42,31.5,13,114,6.99,4.5,2012,BentBi00,3,Lions,3,85,,
Luke Staley,RB,73,227,4.42,,,,,,2002,,0,Lions,7,214,,
Greg Jennings,WR,71,197,4.42,36.5,,117,6.68,4.16,2006,JennGr00,26,Packers,2,52,,
Jeff Janis,WR,75,219,4.42,37.5,20,123,6.64,3.98,2014,JaniJe00,2,Packers,7,236,,
Trevor Davis,WR,73,188,4.42,38.5,11,124,6.6,4.22,2016,DaviTr03,1,Packers,5,163,,
Keshawn Martin,WR,71,188,4.42,39.5,13,122,6.85,4.13,2012,MartKe01,4,Texans,4,121,,
Pierre Garcon,WR,72,210,4.42,36.5,20,125,6.9,4.19,2008,GarcPi00,17,Colts,6,205,,
Sammy Davis,CB,72,186,4.42,40,19,131,7.01,,2003,DaviSa21,11,Chargers,1,30,,
Steve Williams,CB,69,181,4.42,40.5,12,128,6.89,4.1,2013,WillSt02,4,Chargers,5,145,,
Kevin Curtis-02,WR,71,186,4.42,36,,122,6.76,3.99,2003,CurtKe00,10,Rams,3,74,,
Nolan Carroll,CB,71,204,4.42,,,,,,2010,CarrNo00,7,Dolphins,5,145,,
Chandler Williams,WR,71,184,4.42,32.5,,123,6.99,4.29,2007,,0,Vikings,7,233,,
Cordarrelle Patterson,WR,74,216,4.42,37,,128,,,2013,PattCo00,14,Vikings,1,29,,
Martez Wilson,ILB,76,250,4.42,36,23,124,7.04,4.28,2011,WilsMa01,3,Saints,3,72,,
Chip Vaughn,SS,73,221,4.42,37,21,125,7.03,4.12,2009,VaugCh99,0,Saints,4,116,,
Kareem Kelly,WR,72,186,4.42,35,,125,7.51,4.24,2003,,0,Saints,6,203,,
Gerrick McPhearson,CB,70,196,4.42,41.5,18,129,,,2006,,0,Giants,7,232,,
Evan Engram,TE,75,234,4.42,36,19,125,6.92,4.23,2017,EngrEv00,5,Giants,1,23,,
Leon Washington,RB,68,201,4.42,32.5,17,105,6.94,4.37,2006,WashLe00,22,Jets,4,117,,
Devin Smith,WR,72,196,4.42,39,10,122,,4.15,2015,SmitDe04,1,Jets,2,37,,
Thomas Howard,OLB,75,239,4.42,39,21,124,6.96,4.28,2006,HowaTh20,22,Raiders,2,38,,
Derek Combs,RB,72,193,4.42,35,8,120,6.96,4.07,2001,CombDe20,1,Raiders,7,228,,
Amari Cooper,WR,73,211,4.42,33,,120,6.71,3.98,2015,CoopAm00,25,Raiders,1,4,,
Curtis Marsh,CB,72,197,4.42,37.5,12,123,6.87,4.07,2011,MarsCu01,1,Eagles,3,90,,
Nelson Agholor,WR,72,198,4.42,,12,,,,2015,AghoNe00,13,Eagles,1,20,,
Shamarko Thomas,SS,69,213,4.42,40.5,28,133,,4.26,2013,ThomSh00,3,Steelers,4,111,,
Martavis Bryant,WR,76,211,4.42,39,16,124,7.18,4.15,2014,BryaMa00,18,Steelers,4,118,,
Jason Webster,CB,69,180,4.42,35.5,17,122,6.76,3.98,2000,WebsJa20,15,49ers,2,48,,
Robert Turbin,RB,70,222,4.42,36,28,122,7.16,4.31,2012,TurbRo00,12,Seahawks,4,106,,
Golden Tate,WR,70,199,4.42,35,17,120,7.12,4.34,2010,TateGo00,13,Seahawks,2,60,,
Myron Lewis,FS,74,203,4.42,37,10,126,,,2010,LewiMy99,1,Buccaneers,3,67,,
Quincy Black,OLB,74,240,4.42,41.5,24,124,6.86,4.34,2007,BlacQu99,9,Buccaneers,3,68,,
Kenny Bell,WR,73,197,4.42,41.5,7,129,6.66,4.15,2015,BellKe02,0,Buccaneers,5,162,,
Chris Godwin,WR,73,209,4.42,36,19,126,7.01,4,2017,GodwCh00,4,Buccaneers,3,84,,
Adoree Jackson,CB,70,186,4.42,36,,122,,,2017,JackAd00,6,Titans,1,18,,
Brandon Jones,WR,73,210,4.42,37,,114,7.03,4.08,2005,JoneBr02,8,Titans,3,96,,
Dominique Edison,WR,74,204,4.42,37,,120,,4.18,2009,EdisDo00,0,Titans,6,206,,
Justin Tryon,CB,69,190,4.42,32.5,21,119,7.41,4.28,2008,TryoJu99,6,Football Team,4,124,,
Chris Thompson-02,RB,67,192,4.42,,21,,,,2013,ThomCh03,3,Football Team,5,154,,
Montae Nicholson,SS,74,212,4.42,35,,125,,,2017,NichMo00,3,Football Team,4,123,,
Taylor Jacobs,WR,72,205,4.42,,,,,,2003,JacoTa00,2,Football Team,2,44,,
Bruce Johnson,CB,69,170,4.42,34.5,6,125,6.71,4.05,2009,JohnBr97,3,,,,,
A.J. Jefferson,CB,72,193,4.42,44,7,126,6.72,4,2010,JeffA.00,7,,,,,
Chaz Powell,CB,72,203,4.42,33,17,121,6.84,4.16,2012,PoweCh00,0,,,,,
Rod Sweeting,CB,71,189,4.42,37,11,124,,,2013,SweeRo01,1,,,,,
Tarik Cohen,RB,66,179,4.42,31.5,11,118,,,2017,,0,,,,,
Joe Lefeged,SS,72,210,4.42,36.5,18,122,6.82,4.13,2011,LefeJo00,4,,,,,
Onrea Jones,WR,71,202,4.42,39,,121,7.05,4.28,2007,JoneOn20,0,,,,,
Byron Marshall,WR,69,201,4.42,,17,,,,2016,MarsBy01,0,,,,,
Quincy Adeboyejo,WR,75,197,4.42,34.5,8,123,6.73,4.14,2017,AdebQu00,0,,,,,
Michael Rector,WR,72,193,4.42,36.5,,129,6.77,4.19,2017,RectMi00,0,,,,,
D.J. Moore-02,WR,72,210,4.42,39.5,15,132,6.95,4.07,2018,MoorD.00,0,,,,,
Jamell Fleming,CB,71,206,4.43,34,23,125,6.71,3.97,2012,FlemJa00,4,Cardinals,3,80,,
Antwan Barnes,OLB,73,240,4.43,35,31,122,7.29,4.32,2007,BarnAn99,3,Ravens,4,134,,
Matt Elam,SS,70,208,4.43,35.5,17,118,,,2013,ElamMa00,12,Ravens,1,32,,
Travis Taylor,WR,73,199,4.43,37,,118,7.15,,2000,TaylTr01,16,Ravens,1,10,,
Eric King,CB,68,189,4.43,,12,,,,2005,KingEr20,3,Bills,5,156,,
Sammy Watkins,WR,73,211,4.43,34,16,126,6.95,4.34,2014,WatkSa00,21,Bills,1,4,,
Dante Wesley,CB,73,211,4.43,35,15,116,7.25,4.22,2002,WeslDa20,4,Panthers,4,100,,
Charles Godfrey,CB,72,207,4.43,32.5,14,121,7.28,4.4,2008,GodfCh99,18,Panthers,3,67,,
Sherrod Martin,CB,73,198,4.43,36,12,123,6.6,3.98,2009,MartSh99,14,Panthers,2,59,,
Brandon Hogan,CB,70,192,4.43,,19,,,,2011,HogaBr00,0,Panthers,4,98,,
Mike Goodson,RB,72,208,4.43,39.5,14,118,6.89,4.22,2009,GoodMi00,4,Panthers,4,111,,
David Gettis,WR,75,217,4.43,34.5,15,124,6.94,4.41,2010,GettDa00,3,Panthers,6,198,,
David Terrell,WR,75,213,4.43,,,,,,2001,TerrDa00,8,Bears,1,8,,
Mario Alford,WR,68,180,4.43,34,13,121,6.64,4.07,2015,AlfoMa00,0,Bengals,7,238,,
Dennis Northcutt,WR,70,175,4.43,37.5,,123,6.96,4.04,2000,NortDe00,13,Browns,2,32,,
Ricardo Louis,WR,74,215,4.43,38,18,132,,,2016,LouiRi00,3,Browns,4,114,,
Byron Jones,CB,73,199,4.43,44.5,,147,6.78,3.94,2015,JoneBy00,16,Cowboys,1,27,,
Chidobe Awuzie,CB,72,202,4.43,34.5,16,132,6.81,4.14,2017,AwuzCh00,3,Cowboys,2,60,,
James Hanna,TE,76,252,4.43,36,24,122,6.76,4.11,2012,HannJa00,3,Cowboys,6,186,,
Jack Williams-02,CB,69,186,4.43,35.5,19,121,6.91,,2008,WillJa96,2,Broncos,4,119,,
Titus Young,WR,71,174,4.43,,,123,,,2011,YounTi00,8,Lions,2,44,,
Corey Fuller,WR,74,204,4.43,31.5,12,120,,,2013,FullCo00,3,Lions,6,171,,
Kevin King,CB,75,200,4.43,39.5,11,,6.56,3.89,2017,KingKe01,2,Packers,2,33,,
Jerraud Powers,CB,69,188,4.43,36.5,15,122,7.09,4.08,2009,PoweJe99,14,Colts,3,92,,
LaVon Brazill,WR,71,192,4.43,32.5,11,,,,2012,BrazLa00,3,Colts,6,206,,
Denard Robinson,WR,70,199,4.43,36.5,,123,7.09,4.22,2013,RobiDe00,7,Jaguars,5,135,,
William Bartee,CB,73,192,4.43,38.5,,124,6.7,3.99,2000,BartWi20,9,Chiefs,2,54,,
Shaun McDonald,WR,68,169,4.43,,,,,,2003,McDoSh00,9,Rams,4,106,,
Donnie Avery,WR,71,192,4.43,,16,,,,2008,AverDo00,9,Rams,2,33,,
Ronnie Brown,RB,72,233,4.43,34,18,117,7.1,4.08,2005,BrowRo05,22,Dolphins,1,2,,
Xavier Rhodes,CB,73,210,4.43,40.5,14,132,,,2013,RhodXa00,14,Vikings,1,25,,
Mackensie Alexander,CB,70,190,4.43,,11,,,,2016,AlexMa01,2,Vikings,2,54,,
Dustin Fox,FS,71,191,4.43,43.5,7,,,,2005,FoxxDu20,0,Vikings,3,80,,
Jamarca Sanford,SS,70,214,4.43,33.5,29,116,7.02,4.2,2009,SanfJa99,8,Vikings,7,231,,
Willie Andrews,SS,69,193,4.43,36.5,7,124,6.99,4.27,2006,AndrWi20,3,Patriots,7,229,,
Kyle Wilson,CB,70,194,4.43,,25,,,,2010,WilsKy99,12,Jets,1,29,,
Denarius Moore,WR,72,194,4.43,36,13,118,6.78,4.15,2011,MoorDe02,15,Raiders,5,148,,
Jeremy Maclin,WR,72,198,4.43,,,,,,2009,MaclJe00,23,Eagles,1,19,,
Crezdon Butler,CB,72,191,4.43,39.5,17,121,7.08,4.23,2010,ButlCr99,0,Steelers,5,164,,
Sammie Coates,WR,73,212,4.43,41,23,131,6.98,4.06,2015,CoatSa00,4,Steelers,3,87,,
Ahmed Plummer,CB,71,191,4.43,,,,,,2000,PlumAh20,16,49ers,1,24,,
Keith Reaser,CB,71,189,4.43,,22,,,,2014,ReasKe00,2,49ers,5,170,,
Manny Lawson,OLB,77,241,4.43,39.5,23,124,6.9,4.18,2006,LawsMa20,11,49ers,1,22,,
Earl Thomas,CB,70,208,4.43,,21,113,,,2010,ThomEa99,32,Seahawks,1,14,,
Byron Maxwell,CB,72,202,4.43,33,24,124,,,2011,MaxwBy00,6,Seahawks,6,173,,
Cadillac Williams,RB,71,217,4.43,35.5,19,118,6.94,4.15,2005,WillCa02,14,Buccaneers,1,5,,
Eddie Berlin,WR,71,191,4.43,39.5,,122,6.78,4.08,2001,BerlEd00,1,Titans,5,159,,
Marko Mitchell,WR,76,218,4.43,32,9,116,7.04,4.33,2009,MitcMa00,0,Football Team,7,243,,
Rod Babers,CB,69,192,4.43,37,15,127,6.83,4.07,2003,,0,,,,,
Rufus Brown,CB,69,187,4.43,33,15,124,7.24,4.44,2004,BrowRu21,0,,,,,
Derrick Johnson-01,CB,71,197,4.43,,18,,7.15,4.1,2005,,0,,,,,
Anthony Arline,CB,74,199,4.43,34.5,12,124,7.02,4.46,2007,,0,,,,,
Travarous Bain,CB,72,182,4.43,,10,,,,2007,,0,,,,,
Chris Hawkins-02,CB,72,187,4.43,35,16,118,6.91,4.46,2010,HawkCh00,1,,,,,
Ken Crawley,CB,72,187,4.43,36.5,,119,,,2016,CrawKe01,0,,,,,
Davontae Harris,CB,72,200,4.43,32.5,22,123,6.96,4.4,2018,,0,,,,,
Jonathon Amaya,FS,73,203,4.43,28,8,118,,,2010,AmayJo00,3,,,,,
Derrick Foster,RB,71,201,4.43,34.5,19,117,6.84,4.36,2000,,0,,,,,
Ryan Grant-01,RB,73,215,4.43,33.5,17,115,7.08,4.12,2005,GranRy00,29,,,,,
Lonyae Miller,RB,71,221,4.43,36.5,26,120,7.2,4.54,2010,MillLo00,0,,,,,
Noel Devine,RB,67,179,4.43,,24,,,,2011,,0,,,,,
Henry Josey,RB,68,194,4.43,34.5,20,118,7.07,4.13,2014,JoseHe00,0,,,,,
Sean Richardson,SS,74,216,4.43,38.5,22,128,7.01,4.44,2012,RichSe00,1,,,,,
Chafie Fields,WR,73,196,4.43,,,,,,2000,,0,,,,,
Dan Sheldon,WR,69,179,4.43,,,,,,2005,,0,,,,,
Albert Wilson,WR,69,202,4.43,37.5,10,123,7,4.21,2014,WilsAl02,11,,,,,
Deon Cain,WR,74,202,4.43,33.5,11,115,6.71,4.37,2018,CainDe00,0,,,,,
Keke Coutee,WR,70,181,4.43,34.5,14,113,6.93,4.15,2018,CoutKe00,0,,,,,
Calvin Ridley,WR,72,189,4.43,31,15,110,6.88,4.41,2018,RidlCa00,0,,,,,
Jester Weah,WR,74,211,4.43,38,15,129,7.24,4.41,2018,WeahJe00,0,,,,,
David Barrett,CB,70,199,4.44,37.5,16,116,6.81,4.04,2000,BarrDa22,10,Cardinals,4,102,,
Brandon Johnson,OLB,77,228,4.44,37,11,118,7.17,4.34,2006,JohnBr20,5,Cardinals,5,142,,
Jimmy Williams-02,CB,74,213,4.44,,,,,,2006,WillJi23,4,Falcons,2,37,,
David Irons,CB,70,190,4.44,29.5,11,111,7.18,4.3,2007,IronDa99,1,Falcons,6,194,,
Chris Owens,CB,70,181,4.44,34.5,14,110,6.93,4.16,2009,OwenCh99,8,Falcons,3,90,,
Adam Jennings,WR,69,181,4.44,37.5,,118,6.88,4.12,2006,JennAd00,0,Falcons,6,184,,
David Pittman,CB,71,182,4.44,36,14,128,,4.23,2006,PittDa99,1,Ravens,3,87,,
Tom Zbikowski,SS,71,211,4.44,,24,,,,2008,ZbikTo99,6,Ravens,3,86,,
Ashton Youboty,CB,72,189,4.44,,,,,,2006,YoubAs20,4,Bills,3,70,,
Reggie Austin,CB,69,175,4.44,35,17,119,7.03,4.14,2000,AustRe20,3,Bears,4,125,,
Major Wright,FS,71,206,4.44,37.5,14,119,6.95,4.36,2010,WrigMa99,13,Bears,3,75,,
Matt Forte,RB,73,217,4.44,33,23,118,6.84,4.23,2008,FortMa00,33,Bears,2,44,,
Juaquin Iglesias,WR,73,210,4.44,34.5,,116,,4.4,2009,IgleJu00,0,Bears,3,99,,
Josh Shaw-02,CB,72,201,4.44,37.5,26,130,7.01,4.12,2015,ShawJo00,7,Bengals,4,120,,
Bernard Scott,RB,70,200,4.44,36,21,125,6.82,4.08,2009,ScotBe00,9,Bengals,6,209,,
Anthony Malbrough,CB,69,184,4.44,35.5,20,117,6.73,4,2000,MalbAn20,1,Browns,5,130,,
Charles Gaines,CB,70,180,4.44,34.5,,123,7.07,4.2,2015,GainCh00,1,Browns,6,189,,
Lee Suggs,RB,72,202,4.44,,,,,,2003,SuggLe00,8,Browns,4,115,,
Felix Jones,RB,70,207,4.44,33.5,,124,6.9,4.19,2008,JoneFe00,17,Cowboys,1,22,,
Joey Thomas,CB,73,195,4.44,38.5,17,122,6.82,3.88,2004,ThomJo21,3,Packers,3,70,,
Davon House,CB,72,200,4.44,33.5,14,109,6.65,4.12,2011,HousDa00,4,Packers,4,131,,
Jaelen Strong,WR,74,217,4.44,42,,123,,,2015,StroJa01,2,Texans,3,70,,
Anthony Gonzalez,WR,72,193,4.44,38,,123,6.54,4.08,2007,GonzAn00,15,Colts,1,32,,
Gerald Sensabaugh,FS,72,214,4.44,46,17,133,,,2005,SensGe20,7,Jaguars,5,157,,
Craig Mager,CB,71,201,4.44,38,17,130,6.83,4.07,2015,MageCr00,4,Chargers,3,83,,
Edwin Baker,RB,68,204,4.44,35,20,111,7.27,4.31,2012,BakeEd01,1,Chargers,7,250,,
Bradley Fletcher,CB,72,196,4.44,38.5,20,122,7.04,4.29,2009,FletBr99,11,Rams,3,66,,
E.J. Gaines,CB,70,190,4.44,,15,,,,2014,GainE.00,14,Rams,6,188,,
Keenan Burton,WR,72,201,4.44,38.5,10,125,6.77,4.2,2008,BurtKe00,3,Rams,4,128,,
Brooks Foster,WR,72,211,4.44,,27,,,,2009,FostBr00,0,Rams,5,160,,
